Morion ID,ATC Code (1),ATC Code (2),ATC Code (3),ATC Code (4),ATC Code (5),Brand,INN,NFC (1),Description,2019 01,2019 02,2019 03,2019 04,2019 05,2019 06,2019 07,2019 08,2019 09,2019 10,2019 11,2019 12,2020 01,2020 02,2020 03,2020 04,2020 05,2020 06,2020 07,2020 08,2020 09,2020 10,2020 11,2020 12,2021 01,2021 02,2021 03,2021 04,2021 05,2021 06,2021 07,2021 08,2021 09,2021 10,2021 11,2021 12,2022 01,2022 02,2022 03,2022 04,2022 05,2022 06,2022 07,2022 08,2022 09,2022 10,2022 11,2022 12,2023 01,2023 02,2023 03,2023 04,2023 05,2023 06,2023 07,2023 08,2023 09,2023 10,2023 11,2023 12
395251,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A05 Atorvastatin,12453,ATORVASTATINUM,Oral Solid Ordinary," tabs coated w/film 40 mg blister, #30",40.25,5.03,0.36,7.18,4.74,3.41,1.54,2.8,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326849,N NERVOUS SYSTEM,N06 PSYCHOANALEPTICS,"N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B X Other psychostimulants and nootropics,N06B X06 Citicoline,45513,CITICOLINUM,Parenteral Ordinary," sol.  for inj. 1000 mg/4 ml amp. 4 ml, #5",40.45,7.32,29.87,10.27,13.67,14.78,11.12,1.25,6.3,0.96,6.3,0,3.67,0,0,0,0,0,0,0,0,0,3.85,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246710,C CARDIOVASCULAR SYSTEM,C08 CALCIUM CHANNEL BLOCKERS,C08C SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08C A Dihydropyridine derivatives,C08C A01 Amlodipine,15047,AMLODIPINUM,Oral Solid Ordinary," tabs 10 mg blister, #30",40.65,16.87,32.42,31.45,15.34,14.16,21.85,25.43,12.1,21.74,33.07,22.38,27.1,2.24,23.52,5.54,2.28,9.12,2.54,1.65,4.29,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138406,C CARDIOVASCULAR SYSTEM,C07 BETA BLOCKING AGENTS,C07A BETA-BLOCKING AGENTS,"C07A B Beta blocking agents, selective",C07A B07 Bisoprolol,13032,BISOPROLOLUM,Oral Solid Ordinary," tabs coated w/film 5 mg blister in box, #30",40.87,32.74,24.16,12.18,10.96,27.1,21.85,24.27,44.76,53.63,39.38,25.38,19.45,17.54,10.3,3.41,0,1.25,2.24,0,1.54,7.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174155,C CARDIOVASCULAR SYSTEM,C07 BETA BLOCKING AGENTS,C07A BETA-BLOCKING AGENTS,"C07A B Beta blocking agents, selective",C07A B07 Bisoprolol,34942,BISOPROLOLUM,Oral Solid Ordinary," tabs coated w/film 5 mg, #30",42.64,1.03,24.43,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117530,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F A Macrolides,J01F A10 Azithromycin,36539,AZITHROMYCINUM,Oral Solid Ordinary," tablets coated 250 mg blister, #6",43.58,15.92,43.23,25.18,20.54,30.5,24.98,21.67,25.65,11.56,47.63,41.54,54.12,30.05,92.44,29.14,34.16,76.87,87.31,94.98,249.34,439.94,514.36,158.14,116.65,78.94,120.74,106.76,83.52,88.14,62.46,57.49,131.21,196.98,147.01,137.25,138.98,183.61,168.3,14.85,9.94,12.28,54.1,23.34,18.04,5.72,12.34,16.32,25.85,28.9,26.87,29.43,15.29,20.83,18.62,36.16,30.64,67.58,61.96,57.3
336696,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F A Macrolides,J01F A10 Azithromycin,9938,AZITHROMYCINUM,Oral Solid Ordinary," tabs coated w/film 250 mg blister, #6",45.52,4.96,1.27,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336105,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,45455,SILDENAFILUM,Oral Solid Ordinary," tablets coated 100 mg blister, #1",46.72,109.45,85.54,71.83,73.71,70.07,89.63,61.32,89.25,70.27,53.41,38.6,1.03,9.87,2.74,2.82,2.78,3.83,3.92,2.4,1.23,1.23,2.42,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29403,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A B Acetic acid derivatives and related substances,M01A B05 Diclofenac,47498,DICLOFENACUM,Oral Solid Ordinary," tabs coat.w/film, int.-sol. 50 mg blister, #50",47.45,29.49,59.83,40.83,51.07,34.98,92.88,94,125.89,119.01,120.74,121.36,84.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390917,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,35583,FLUCONAZOLUM,Parenteral Ordinary," sol. f/infus. 2 mg/ml bot. 100 ml, in a pack, #1",50.07,21.87,69.21,54.47,53.4,86.54,27.96,49.85,147.56,112.4,118.82,180.27,292.46,99.45,80.54,31.78,34.18,28.12,80.65,82.66,53.09,107.54,728.78,2138.98,120.36,63.65,137.43,2235.12,571.05,319.47,411.34,432.56,364.07,728.58,1990.27,1312.42,964.58,523.96,61.87,268.74,7.49,45.58,68.48,70.25,129.45,127.85,136.14,155.49,50.74,96.23,104.54,152.12,186.54,154.58,177.18,368.86,126.98,222.96,213.74,130.92
327232,B BLOOD AND BLOOD FORMING ORGANS,B01 ANTITHROMBOTIC AGENTS,B01A ANTITHROMBOTIC AGENTS,B01A C Platelet aggregation inhibitors excl. heparin,B01A C06 Acetylsalicylic acid,5866,ACIDUM ACETYLSALICYLICUM*,Oral Solid Ordinary," tabs coated w/film 150 mg blister in pack, #30",50.76,36.67,31.16,29.27,31.47,42.48,36.7,46.87,42.92,59.67,60.34,72.08,64.23,51.56,40.74,37.3,47.38,55.25,60.89,71.56,60.74,60.03,66.65,67.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137684,B BLOOD AND BLOOD FORMING ORGANS,B01 ANTITHROMBOTIC AGENTS,B01A ANTITHROMBOTIC AGENTS,B01A C Platelet aggregation inhibitors excl. heparin,B01A C06 Acetylsalicylic acid,25023,ACIDUM ACETYLSALICYLICUM*,Oral Solid Ordinary," tabs coat.intest.-soluble 75 mg strip, #100",51.47,52.08,50.36,52.64,51.18,49.61,68.14,68.64,59.78,48.68,62.74,57.45,65.72,68.9,92.34,53.27,64.09,47.96,54.21,49.58,43.76,71.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326609,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F A Macrolides,J01F A10 Azithromycin,477,AZITHROMYCINUM,Parenteral Ordinary," lyophil. f/solut. f/inf. 500 mg flask, #1",52.6,9.23,33.14,63.89,53.69,71.45,85.12,62.24,118.68,81.03,30.14,52.76,283.98,317.38,195.74,38.1,149.85,27.83,124.54,167.29,359.38,383.74,237.27,136.05,48.66,80.61,67.89,137.61,37.54,38.96,104.07,65.7,273.05,199.74,121.52,97.96,77.36,24.27,29.25,75.01,25.63,23.65,115.45,119.96,72.26,68.94,51.23,89.72,82.7,54.01,61.52,39.07,95.07,62,52.04,35.67,67.94,77.64,16.05,57.42
152411,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A05 Atorvastatin,41834,ATORVASTATINUM,Oral Solid Ordinary," tabs coated w/film 10 mg blister, #30",52.94,17.67,10.03,8.42,11.74,6.16,2.74,2.04,10.43,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325811,M MUSCULO-SCELETAL SYSTEM,M02 TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"M02A A Antiinflammatory preparations, non-steroids for topical use",M02A A13 Ibuprofen,23128,IBUPROFENUM,"Topical Dermatological, Haemorrhoidal, External"," spray f/ext.applic. 50 mg/g fl., PET w/ spray 50 ml",54.63,80.89,97.47,116.29,96.81,108.32,108.04,50.43,86.21,119.85,358.44,166.36,94.81,112.1,117.63,81.07,57.34,67.52,60.38,95.56,61.74,67.58,58.38,58.58,57.58,80.74,68.38,68.72,78.22,71.96,49.45,26.85,0.87,6.23,1.25,5.52,6.58,0,0,0,0,1.52,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410835,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,33901,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 10 mg blister, #10",55.03,71.49,35.61,42.86,32.24,58.78,90.03,94.54,151.16,219.09,319.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167737,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A07 Rosuvastatin,33901,ROSUVASTATINUM,Oral Solid Ordinary," tabs coated w/film 10 mg blister, #28",55.81,43.07,73.47,66.18,87.47,104.07,197.36,283.65,242.94,209.34,304.25,222.24,277.54,249.14,338.6,466.56,832.74,1942.52,2642.04,3171.96,3605.71,3871.14,4319.05,4615.16,4511.56,4485.25,5469.67,4340.34,4355.18,4551.56,4943.92,5291.14,5691.14,6879.94,7187.18,8022.3,8248.04,9364.1,7266.85,2746.85,3140.49,4228.34,5310.18,6324.85,7080.87,8125.7,8743.25,10082.82,10624.98,8655.14,3276.74,459.81,146.56,288.72,103.92,56.21,30.9,9,0.96,0
41200,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,49884,FLUCONAZOLUM,Parenteral Ordinary, sol. f/infus. 2 mg/ml bot. 50 ml,55.89,41.03,58.86,43.78,43.34,34.69,35.83,21.25,101.45,62.92,74.65,72.24,151.54,168.28,135.85,80.07,67.78,41.96,104.38,41.27,46.49,72.66,62.44,39.29,45.36,58.08,75.98,41.81,35.61,10.01,5.8,14.54,40.58,42.42,20.29,11.87,35.38,26.52,22.66,6.85,9.32,0.65,0,0.72,8.56,11.14,4.54,0.78,8.12,10.52,10.98,0.58,2.24,3.32,2.3,0,1,0,10.26,1
44550,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F A Macrolides,J01F A10 Azithromycin,9159,AZITHROMYCINUM,Oral Solid Ordinary," tabs coated w/film 500 mg blister, #3",56.58,62.98,76.38,84.81,75.72,18.28,40.78,15.96,33.65,95.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141434,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,43990,SILDENAFILUM,Oral Solid Ordinary," tabs coated w/film 100 mg blister, #1",57.63,47.12,47.89,54.52,39.94,57.98,47.36,67.36,60.63,44.16,80.29,42.54,56.89,74.16,63.12,53.85,74.52,63.94,46.76,101.52,61.34,67.05,88.78,70.36,96.94,67.23,68.68,82.26,31.58,84.85,51.27,88.34,47.65,26.54,33.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141433,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,43990,SILDENAFILUM,Oral Solid Ordinary," tabs coated w/film 50 mg blister, #1",61.12,76.01,99.45,69.65,66.52,80.5,65.83,108.42,121.52,93.25,125.85,91.67,74.65,107.63,105.89,94.25,88.58,62.24,112.14,88.98,78.64,83.12,84.4,85.03,87.21,124.76,102.86,98.14,105.69,111.41,99.05,98.56,59.03,35.81,21.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511564,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,42778,SILDENAFILUM,Oral Solid Ordinary," tabs coated w/film 50 mg blister, in cardboard box, #4",61.34,82.98,89.92,76.85,104.85,116.34,142.76,116.09,183.74,342.92,356.07,373.03,282.08,269.01,206.27,98.04,75.74,28.56,10.94,4.5,14.38,5.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336523,A ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR TREATMENT OF PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE,A02B C Proton pump inhibitors,A02B C02 Pantoprazole,14838,PANTOPRAZOLUM,Parenteral Ordinary," liophylizate f/solution f/inj. 40 mg flask, #5",62.74,71.72,134.81,38.74,95.34,132.52,93.61,76.61,48.34,73.21,49.74,53.87,59.23,27.78,23.01,23.36,47.38,46.92,52.56,41.92,38.88,37.61,59.74,56.85,18.44,65.23,110.41,83.54,70.16,43.05,79.76,74.14,67.52,70.16,92.04,96.94,72.94,113.81,35.45,27.85,45.94,50.14,131.94,139.18,243.27,192.96,144.54,201.45,206.76,172.88,234.58,282.74,311.45,242.14,222.58,212.88,207,236.27,219.1,358.94
511568,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,42778,SILDENAFILUM,Oral Solid Ordinary," tabs coated w/film 100 mg blister, in cardboard box, #4",64.03,106.54,119.38,132.76,160.54,144.92,130.74,222.24,189.92,195.65,189.72,210.29,145.94,162.14,86.09,67.03,38.14,21.87,24.07,5.61,3.3,0.78,1.87,0,1.74,1.78,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152407,C CARDIOVASCULAR SYSTEM,C10 LIPID MODIFYING AGENTS,"C10A LIPID MODIFYING AGENTS, PLAIN",C10A A HMG CoA reductase inhibitors,C10A A05 Atorvastatin,41834,ATORVASTATINUM,Oral Solid Ordinary," tabs coated w/film 20 mg blister, #30",65.67,12.14,11.96,4.23,18.66,22.02,5.47,6.98,31.54,28.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336535,S SENSORY ORGANS,S01 OPHTALMOLOGICALS,S01B ANTIINFLAMMATORY AGENTS,"S01B C Antiinflammatory agents, non-steroids",S01B C03 Diclofenac,3419,DICLOFENACUM,Ophthalmic," eye drops, solution 1 mg/ml drop fl. 5 ml, #1",65.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2835.01,2049.36,2300.9,2348.64,2253.32,2272.56,2063.92,2082.24,2157.54,2231.7,2737.38,2457.74,2579.94,2938.14,2794.23,2699.3,2599.68,2766.83,2557.58,2472.78
309769,A ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR TREATMENT OF PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE,A02B C Proton pump inhibitors,A02B C02 Pantoprazole,9041,PANTOPRAZOLUM,Parenteral Ordinary," powd.fr-dr., f/prep.s of sol. 40 mg flask, #10",66.41,86.27,130.34,105.23,116.36,133.74,141.32,106.27,143.85,182.16,164.43,118.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106028,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,34654,FLUCONAZOLUM,Oral Solid Ordinary," tablets dispersible 50 mg, #4",68.74,73.03,61.03,32.08,47.14,32.8,53.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326812,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J01 ANTIBACTERIALS FOR SYSTEMIC USE,"J01F MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F A Macrolides,J01F A10 Azithromycin,477,AZITHROMYCINUM,Oral Liquid Ordinary," gran powder f/oral susp 200 mg/5 ml jar, can 25,4 g, #1",70.03,113.54,115.94,150.05,141.94,53.65,61.27,61.36,57.43,97.45,65.41,65.74,62.14,42.14,40.67,16.05,4.74,0.94,3.03,8.44,30.85,10.29,11.98,30.58,8.96,18.84,17.16,11.65,18.04,20.36,14.74,1.01,16.16,30.78,24.83,8.2,10.12,16.45,5.3,11.09,2.96,8.86,0.94,2.02,1.52,10.63,0,0,0.83,0,0,0,0,0,0,0,0,9.42,68.42,63.96
291004,N NERVOUS SYSTEM,N06 PSYCHOANALEPTICS,"N06B PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B X Other psychostimulants and nootropics,N06B X06 Citicoline,27086,CITICOLINUM,Parenteral Ordinary," sol.  for inj. 250 mg/ml amp. 4 ml, #5",72.04,63.07,111.5,83.32,97.58,71.67,95.27,53.49,52.44,93.25,84.05,100.94,71.34,70.65,47.05,20.23,50.63,39.07,34.94,22.9,91.81,43.54,53.72,42.34,69.16,65.81,4.85,9.09,11.98,10.16,18.04,10.07,11.16,16.45,18.62,10.72,8.98,13.74,8.7,0.98,20.34,6.85,7.09,16.45,30.16,34.12,32.26,25.98,13.32,20.96,22.58,480.18,65.14,73.58,136.09,73.27,156.54,241.56,134.25,71.62
49220,A ALIMENTARY TRACT AND METABOLISM,A10 DRUGS USED IN DIABETS,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B A Biguanides,A10B A02 Metformin,5396,METFORMINUM,Oral Solid Ordinary," tabs coated w/film 850 mg, #120",72.22,96.01,334.32,241.98,233.32,256.92,271.38,270.43,271.09,258.52,352.38,298.76,336.67,299.9,461.54,328.64,356.12,411.67,517.85,564.63,701.34,672.92,297.38,71.25,16.03,7.65,0,0,0,2.98,2.86,4.58,0.25,0,36.49,170.78,272.48,644.63,3323.7,1968.74,1431.14,1039.41,705.72,768.52,829.92,830.7,925.69,1106.85,959.74,841.81,838.16,678.64,661.61,655.32,640.07,729.47,771.18,951.04,1280.56,1255.06
126348,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A E Propionic acid derivatives,M01A E01 Ibuprofen,21024,IBUPROFENUM,Oral Solid Ordinary," tablets coated 400 mg flask, #24",74.78,70.72,75.36,19.25,91.01,18.34,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45473,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A B Acetic acid derivatives and related substances,M01A B05 Diclofenac,34428,DICLOFENACUM,Oral Solid Ordinary," tabs coat.intest.-soluble 25 mg blister, #10",81.01,6.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29989,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,44063,FLUCONAZOLUM,Oral Solid Ordinary," caps. 150 mg blister, #2",84.74,49.61,22.42,9.23,4.65,1.58,1.34,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189046,M MUSCULO-SCELETAL SYSTEM,M02 TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"M02A A Antiinflammatory preparations, non-steroids for topical use",M02A A15 Diclofenac,3419,DICLOFENACUM,"Topical Dermatological, Haemorrhoidal, External", gel 10 mg/g tube 45 g,86.89,63.09,67.85,79.49,59.47,49.67,87.72,60.01,71.81,92.22,78.96,99.85,73.34,72.34,61.52,48.02,55.12,58.8,79.76,81.61,61.14,70.18,82.72,94.32,20.65,7.27,5.56,6.63,7.07,19.36,4.54,1.85,1.18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104972,M MUSCULO-SCELETAL SYSTEM,M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A C Oxicams,M01A C06 Meloxicam,45359,MELOXICAMUM,Oral Solid Ordinary," tabs 0,015 g blister, in a pack, #10",89.16,171.43,182.74,123.67,260.14,228.26,293.12,161.41,317.89,382.58,365.5,431.14,530.05,562.88,496.01,393.03,471.58,479.49,625.74,525.89,776.49,759.67,796.76,682.52,531.52,608.06,692.54,663.85,465.78,323.51,226.56,322.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484303,A ALIMENTARY TRACT AND METABOLISM,A10 DRUGS USED IN DIABETS,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B A Biguanides,A10B A02 Metformin,39461,METFORMINUM,Oral Solid Ordinary," tabs coated w/film 1000 mg blister, #60",91.71,392.42,463.56,873.74,1192.74,445.01,202.02,94.94,236.38,567.3,765.01,827.92,924.87,1617.54,1492.04,1005.45,1466.98,1006.65,612.98,357.76,1019.29,1107.45,1609.83,2080.38,2473.21,3420.98,3789.74,3933.67,4376.43,3722.68,3760.67,3380.61,3157.67,2732.26,2942.02,3109.43,2574.94,3373.45,5971.23,2498.72,999.63,410.92,463.27,1083.16,1240.7,1961.83,1567.16,1314.78,1366.78,1408.72,1802.92,1480.87,1268.38,1381.18,1372.44,1469.12,1321.46,1418.46,1360.94,1138.96
11460,J GENERAL ANTIINFECTIVES FOR SYSTEMIC USE,J02 ANTIMYCOTICS FOR SYSTEMIC USE,J02A ANTIMYCOTICS FOR SYSTEMIC USE,J02A C Triazole and tetrazole derivatives,J02A C01 Fluconazole,33920,FLUCONAZOLUM,Oral Solid Ordinary," caps. 50 mg, #7",94.76,106.25,89.87,54.23,127.85,46.14,87.5,58.46,39.47,57.96,67.83,49.36,79.2,87.74,65.34,20.18,27.25,27.27,45.05,41.41,38.24,16.25,39.07,30.3,9.16,25.56,54.16,36.14,21.07,27.98,28.9,29.74,2.24,18.32,19.23,18.22,13.94,7.12,4.41,6.16,10.61,3.45,10.14,12.42,4.05,7.3,8.06,4.52,11.72,13.32,6.67,8.78,4.29,7.85,4.12,2,4.45,2,0,1
136590,G GENITO URINARY SYSTEM AND SEX HORMONES,G04 UROLOGICALS,G04B UROLOGICALS,G04B E Drugs used in erectile dysfunction,G04B E03 Sildenafilum,40994,SILDENAFILUM,Oral Solid Ordinary," tablets coated 25 mg, in a pack, #4",94.78,117.07,104.98,97.32,68.3,35.94,53.27,50.05,54.72,61.29,72.36,65.9,57.14,60.54,42.34,57.45,47.85,48.9,77.14,51.16,46.07,73.54,54.85,60.56,59.49,56.52,71.67,53.65,49.9,62.32,41.34,48.14,34.94,101.09,57.18,95.85,64.74,54.1,12.78,12.12,16.45,22.96,38.92,31.3,47.34,33.12,17.67,47.58,24.14,56.89,48.94,45.83,51.25,31.83,49.83,72.28,33.14,32.44,34.18,61.34
